Sijnde	O
andermael	O
voortgebracht	O
de	O
requeste	O
aen	O
haer	O
ho	O
:	O
mo	O
:	O
den	O
25	O
deses	O
gepresenteert	O
,	O
uijt	O
den	O
naem	O
ende	O
van	O
wegen	O
den	O
Agent	B-HOE
Romer	O
,	O
belangende	O
de	O
bewuste	O
vier	O
peerden	O
tot	O
Woudrichem	O
aengehouden	O
,	O
Is	O
naer	O
voorgaende	O
deliberatie	O
goetgevonden	O
ende	O
verstaen	O
dat	O
geschreven	O
sal	O
worden	O
aen	O
den	O
Capiteijn	B-HOE
Commandeur	I-HOE
mierop	O
over	B-HOE
t	I-HOE
‛	I-HOE
Carnisoen	I-HOE
der	I-HOE
voors	I-HOE
.	I-HOE
plaetse	I-HOE
,	O
dat	O
hij	O
de	O
voors	O
vier	O
peerde	O
met	O
de	O
persoonen	O
daernevens	O
bij	O
hem	O
aengehouden	O
uijt	O
den	O
arreste	O
ondersuffisante	O
cautie	O
bij	O
provisie	O
sal	O
hebben	O
t'ontslaen	O
,	O
ende	O
middelertijt	O
aen	O
haer	O
ho	O
:	O
Mo	O
:	O
nopende	O
de	O
waere	O
gelegentheijt	O
ende	O
rechte	O
beschapenheijt	O
der	O
saecken	O
bericht	O
doen	O
.	O
