ONtfangen	O
een	O
Missive	O
van	O
de	O
Directeuren	B-HOE
van	I-HOE
den	I-HOE
Levandschen	I-HOE
Handel	I-HOE
ende	I-HOE
Navigatie	I-HOE
in	I-HOE
de	I-HOE
Middelandsche	I-HOE
Zee	I-HOE
,	O
geschreeven	O
te	O
Amsterdam	B-LOC
den	O
twaalfden	B-DAT
deeser	I-DAT
loopende	I-DAT
'	I-DAT
maand	I-DAT
,	O
houdende	O
in	O
gevolge	O
en	O
tot	O
voldoeninge	O
van	O
haar	B-RES
Hoogh	I-RES
Mogende	I-RES
Resolutie	I-RES
van	I-RES
den	I-RES
vyfden	B-DAT
daar	I-DAT
te	I-DAT
vooren	I-DAT
,	O
der	O
selver	O
beright	O
op	O
een	O
Memorie	O
van	O
den	O
Heer	B-PER
Calkoen	I-PER
,	I-PER
haar	B-HOE
Hoogh	I-HOE
Mogende	I-HOE
geweesen	I-HOE
Ambassadeur	I-HOE
aan	I-HOE
het	I-HOE
Hof	B-ORG
van	I-ORG
den	I-ORG
Turckschen	B-HOE
Keyser	I-HOE
,	O
raakende	O
den	O
verkoop	O
van	O
desselfs	O
Hof	O
met	O
de	O
Kerk	O
,	O
staande	O
en	O
geleegen	O
te	O
Pera	B-LOC
van	I-LOC
Constantinopolen	I-LOC
.	O
WAAR	O
op	O
gedelibereert	O
zynde	O
,	O
is	O
goedgevonden	O
en	O
verstaan	O
,	O
mits	O
deesen	O
te	O
approbeeren	O
den	O
inkoop	O
van	O
het	O
Huys	O
met	O
de	O
bygevoeghde	O
Capelle	O
,	O
toebehoorende	O
aan	O
den	O
Heer	B-PER
Calkoen	I-PER
,	I-PER
haar	B-HOE
Hoogh	I-HOE
Mogende	I-HOE
geweesen	I-HOE
Ambassadeur	I-HOE
aan	I-HOE
het	I-HOE
Turcksche	B-ORG
Hof	I-ORG
,	O
staande	O
en	O
geleegen	O
in	O
Pera	B-LOC
van	I-LOC
Constantinopolen	I-LOC
,	O
door	O
Directeuren	B-HOE
van	I-HOE
den	I-HOE
Levantschen	I-HOE
Handel	I-HOE
voor	O
de	O
somme	O
van	O
twee	O
en	O
twintigh	O
duysend	O
aght	O
honderd	O
guldens	O
Banckgeld	O
,	O
op	O
approbatie	O
van	O
haar	O
Hoogh	O
Mogende	O
gedaan	O
,	O
en	O
aan	O
den	O
Heer	B-PER
de	I-PER
Hochepied	I-PER
,	I-PER
in	B-HOE
qualiteyt	I-HOE
als	I-HOE
Ambassadeur	I-HOE
derwaards	O
gaande	O
,	O
voor	O
twee	O
duysend	O
guldens	O
'	O
s	O
jaars	O
door	O
deselve	O
verhuurt	O
,	O
onder	O
conditie	O
dat	O
de	O
voorschreeve	O
huur	O
tot	O
voorkoomingh	O
van	O
alle	O
disputen	O
over	O
de	O
specie	O
in	O
de	B-LOC
Levant	I-LOC
,	O
betaalt	O
sal	O
worden	O
uyt	O
het	O
tractement	O
dat	O
voorschreeve	O
Heer	B-PER
Hochepied	I-PER
hier	O
te	O
Lind	B-LOC
in	O
voorschreeve	O
qualiteyt	O
jaarlijks	O
sal	O
ontfangen	O
,	O
haar	O
Hoogh	O
Mogende	O
intentie	O
verders	O
zynse	O
,	O
dat	O
het	O
voorschreeve	O
Huys	B-LOC
en	I-LOC
Capelle	I-LOC
altoos	O
sal	O
strecken	O
tot	O
een	O
woonplaats	O
van	O
de	O
respectieve	O
Ambassadeurs	B-HOE
of	I-HOE
andere	I-HOE
Ministers	I-HOE
,	O
dewelcke	O
in	O
vervolgh	O
van	O
tyd	O
weegens	O
deesen	O
Staat	O
by	O
de	O
Ottomannische	B-HOE
Porta	I-HOE
geëmployeert	O
sullen	O
worden	O
,	O
op	O
deselve	O
conditien	O
als	O
Directeuren	B-HOE
van	I-HOE
den	I-HOE
Levantschen	I-HOE
Handel	I-HOE
met	O
voorschreeve	O
Heer	B-PER
de	I-PER
Hochepied	I-PER
desweegens	O
overeengekoomen	O
zyn	O
.	O
En	O
sal	O
Extract	O
van	O
deese	O
haar	O
Hoogh	O
Mogende	O
Resolutie	O
gesonden	O
werden	O
aan	O
Directeuren	B-HOE
van	I-HOE
den	I-HOE
Levantschen	I-HOE
Handel	I-HOE
en	I-HOE
Navigatie	I-HOE
in	I-HOE
de	I-HOE
Middelandsche	I-HOE
Zee	I-HOE
,	I-LOC
om	O
te	O
strecken	O
tot	O
der	O
selver	O
narightinge	O
.	O
