Gelesen	O
de	O
Requeste	O
van	O
Hillebrant	B-PER
Ducks	I-PER
en	I-PER
Jurien	I-PER
—	I-PER
Thoenis	I-PER
,	I-PER
als	B-HOE
Gecomitteerde	I-HOE
volmachten	I-HOE
der	I-HOE
Crediteuren	B-HOE
van	I-HOE
Gerrit	B-PER
Claes	I-PER
Ens	I-PER
,	O
volgens	O
haer	O
procuratie	O
daertoe	O
verleent	O
,	O
versoeckende	O
omme	O
redenen	O
inde	O
selue	O
Requeste	O
verhaelt	O
,	O
dat	O
inde	O
plaetse	O
van	O
wylen	B-HOE
d'heer	I-PER
Eysinga	I-PER
Raedt	B-HOE
ordinaris	I-HOE
inden	I-HOE
houe	B-ORG
van	I-ORG
Vrieslandt	B-LOC
die	I-HOE
deser	I-HOE
werelt	I-HOE
is	I-HOE
ouerleden	I-HOE
,	O
een	O
ander	O
Reviseur	B-HOE
soude	O
werden	O
gecomitteert	O
inde	O
revisie	O
,	O
geimpetreert	O
,	O
ende	O
geintenteert	O
byden	O
voors	O
Gerrit	B-PER
Claes	I-PER
Ens	I-PER
vande	O
sententie	O
tegen	O
hem	O
en	O
zyn	B-HOE
Soone	I-HOE
gewesen	O
by	O
het	O
—	O
Collegie	B-ORG
ter	I-ORG
Admt	I-ORG
.	I-ORG
binnen	I-ORG
Doccom	B-LOC
,	O
Daerby	O
deselue	O
revidenten	O
gecondemneert	O
zyn	O
inde	O
somme	O
van	O
Seventhien	O
hondert	O
carolus	O
gul	O
opten	O
eysch	O
van	O
Advocaet	B-HOE
Fiscael	I-HOE
van	I-HOE
tselue	I-HOE
Collegie	I-HOE
,	O
ende	O
daerop	O
gedelibereert	O
ende	O
omvrage	O
gedaen	O
zynde	O
,	O
Is	O
in	O
de	O
plaetse	O
van	O
voors	O
—	O
wylen	B-HOE
heere	I-PER
Eysinga	I-PER
in	B-HOE
zyn	I-HOE
leuen	I-HOE
Raedt	I-HOE
ordinaris	I-HOE
inden	I-HOE
houe	B-ORG
van	I-ORG
Vrieslandt	B-LOC
,	O
gecomitteert	O
tot	O
Reviseur	B-HOE
—	O
inde	O
zaecke	O
van	O
Partyen	O
,	O
dheere	B-PER
Johan	I-PER
Sakena	I-PER
der	B-HOE
Rechten	I-HOE
docter	I-HOE
,	I-HOE
Insgelycx	I-HOE
Raedt	I-HOE
inden	I-HOE
houeprovinciael	B-ORG
van	I-ORG
Vrieslandt	B-LOC
,	O
benevens	O
d'andere	O
heeren	O
Reviseurs	B-HOE
daertoe	O
gecomitteert	O
.	O
