ONtfangen	O
een	O
Missive	O
van	O
gijne	O
ChurJurstelijcke	O
Doorluchtigbeydt	O
van	O
Beyeren	O
,	O
geschreven	O
te	O
Munchen	O
den	O
tienden	O
der	O
voorlede	O
maandt	O
,	O
houdende	O
antwoordt	O
op	O
haar	O
Hoogh	O
Mogende	O
Missive	O
van	O
den	O
aghtienden	O
Januarii	O
laatstleden	O
,	O
raakende	O
de	O
betaalinge	O
van	O
vier	O
achterstallige	O
jaaren	O
interessen	O
van	O
het	O
capitaal	O
ten	O
behoeve	O
van	O
sijne	O
Churfurstelijcke	O
Doorluchtigheydt	O
onder	O
haar	O
Hoogh	O
Mogende	O
garantie	O
genegotieert	O
,	O
en	O
te	O
kennen	O
gevende	O
,	O
dat	O
haar	O
Hoogh	O
Mogende	O
by	O
haare	O
Resolutie	O
van	O
den	O
seven	O
en	O
twintighsten	O
Februarii	O
seventien	O
hondert	O
vier	O
en	O
twintigh	O
,	O
haar	O
niet	O
alleen	O
souden	O
hebben	O
vergenoeght	O
met	O
de	O
betaalinge	O
van	O
hondert	O
duysent	O
guldens	O
,	O
maar	O
ooek	O
met	O
den	O
Agent	O
Fugerctti	O
verders	O
souden	O
zyn	O
geconvenieert	O
en	O
verstaan	O
hebben	O
,	O
dat	O
in	O
het	O
toekomende	O
sijne	O
Chursurstelijcke	O
Doorluchtighaydt	O
op	O
den	O
derden	O
September	O
deses	O
jaars	O
een	O
jaar	O
interessen	O
,	O
en	O
dan	O
insgelijks	O
voor	O
de	O
jaaren	O
seventien	O
hondert	O
ses	O
en	O
twintigh	O
en	O
seventien	O
hondert	O
seven	O
en	O
twintigh	O
soude	O
betaalen	O
,	O
ende	O
dat	O
vervolgens	O
anno	O
seventien	O
hondert	O
aght	O
en	O
twintigh	O
,	O
nevens	O
de	O
interessen	O
van	O
het	O
selve	O
jaar	O
,	O
met	O
de	O
aflossinge	O
van	O
een	O
gedeelte	O
van	O
het	O
selve	O
capitaal	O
een	O
begin	O
gemaackt	O
,	O
ende	O
op	O
die	O
manier	O
soo	O
lange	O
gecontinueert	O
soude	O
werden	O
,	O
tot	O
dat	O
het	O
volle	O
capitaal	O
met	O
alle	O
interessen	O
ten	O
vollen	O
afgelost	O
sal	O
zyn	O
,	O
breeder	O
in	O
de	O
voorschreve	O
Missive	O
vermeldt	O
,	O
houdende	O
de	O
voorschreve	O
Missive	O
wyders	O
een	O
creditif	O
voor	O
den	O
Resident	O
Gallieris5	O
'	O
.	O
WAAR	O
op	O
gedelibereert	O
zynde	O
,	O
is	O
goedtgevonden	O
ende	O
verstaan	O
,	O
dat	O
Copie	O
van	O
de	O
voorschreve	O
Missive	O
gestelt	O
sal	O
werden	O
in	O
handen	O
van	O
de	O
Heeren	O
van	O
Wynbergen	O
,	O
ende	O
andere	O
haar	O
Hoogh	O
Mogende	O
Gedeputeerden	O
tot	O
de	O
saaken	O
van	O
de	O
Finantie	O
,	O
om	O
met	O
ende	O
nevens	O
eenige	B-ORG
Heeren	I-ORG
Gecommitteerden	I-ORG
uyt	I-ORG
den	I-ORG
Raadt	I-ORG
van	I-ORG
Staate	I-ORG
,	O
by	O
haar	O
B	O
.	O
selfs	O
te	O
nomineeren	O
,	O
te	O
visiteeren	O
,	O
examineeren	O
,	O
en	O
van	O
alles	O
alhier	O
ter	O
Vergaderinge	O
rapport	O
te	O
doen	O
.	O
