IS	O
ter	O
Vergaderinge	O
gelesen	O
de	O
Requeste	O
van	O
de	O
drie	O
en	O
twintigh	O
Confesseurs	O
,	O
verlost	O
van	O
de	O
Galeyen	O
,	O
versoeckende	O
betalinge	O
van	O
een	O
half	O
jaer	O
pensioen	O
,	O
aen	O
haer	O
toegeleght	O
by	O
haer	B-RES
Hoogh	I-RES
Mogende	I-RES
Resolutie	I-RES
van	I-RES
den	I-RES
vier	I-RES
en	I-RES
twintighsten	I-RES
Maert	I-RES
des	I-RES
voorleden	I-RES
jaers	I-RES
.	O
WAER	O
op	O
gedelibereert	O
zynde	O
,	O
is	O
goetgevonden	O
ende	O
verstaen	O
,	O
mits	O
desen	O
te	O
lasten	O
ende	O
te	O
authoriseren	O
den	O
Griffier	O
Fagel	O
,	O
aen	O
de	O
Supplianten	O
het	O
voorschreve	O
half	O
jaer	O
pensioen	O
te	O
betalen	O
uyt	O
de	O
penningen	O
onder	O
hem	O
berustende	O
.	O
