IS	O
geboort	O
het	O
rapport	O
van	O
de	O
Heeren	O
van	O
Lynden	O
van	O
Hemmen	O
,	O
en	O
andere	O
haar	O
Hoog	O
Mogende	O
Gedeputeerden	O
tot	O
de	O
saaken	O
van	O
de	O
Finantie	O
,	O
met	O
en	O
nevens	O
eenige	O
Heeren	O
Gecommitteerden	O
uit	O
den	O
Raad	O
van	O
Staate	O
,	O
voorloopig	O
geëxamineert	O
hebbende	O
de	O
differente	O
instantien	O
der	O
respective	O
Provincien	O
tot	O
de	O
opening	O
van	O
de	O
Generaliteits	O
Cassa	O
.	O
WAAR	O
op	O
gedelibereert	O
zynde	O
,	O
is	O
goedgevonden	O
en	O
verstaan	O
,	O
mits	O
deesen	O
gemelde	O
Heeren	O
te	O
versoeken	O
,	O
om	O
met	O
en	O
nevens	O
eenige	O
Heeren	O
Gecommitteerden	O
uit	O
den	O
Raad	O
van	O
Staate	O
en	O
de	O
Generaliteits	O
Reekenkamer	O
,	O
by	O
haar	O
E	O
-	O
selfs	O
te	O
nomineeren	O
,	O
de	O
voorsz	O
instantien	O
nader	O
te	O
examineeren	O
,	O
en	O
daar	O
van	O
alhier	O
ter	O
Vergaderinge	O
rapport	O
te	O
doen	O
.	O
