Ontfangen	O
een	O
missiue	O
van	O
Raedt	O
van	O
State	O
gedateert	O
den	O
xxijen	O
.	O
deses	O
daerby	O
geaduiseert	O
wert	O
opte	O
req.te	O
.	O
aen	O
haer	O
gepresenteert	O
byden	O
Solliciteur	B-HOE
Meurskens	O
en	O
eenige	O
fransche	B-HOE
capiteynen	I-HOE
d'eene	O
tegen	O
d'ander	O
,	O
dat	O
de	O
Capiteynen	B-HOE
heuren	O
solliciteur	B-HOE
mogen	O
verlaten	O
,	O
soo	O
sy	O
hem	O
eerst	O
voldaen	O
hebben	O
,	O
ende	O
soo	O
niet	O
,	O
dat	O
sy	O
hem	O
moeten	O
voldoen	O
,	O
alvoorens	O
hem	O
te	O
mogen	O
verlaeten	O
.	O
waermede	O
haer	O
Ho	O
:	O
Mo	O
:	O
haer	O
hebben	O
geconformeert	O
.	O
