ONtfangen	O
een	O
Missive	O
van	O
den	O
Secretaris	O
van	O
den	O
Heere	B-PER
Graave	I-PER
van	I-PER
Gronsfeld	I-PER
,	I-PER
haar	I-PER
Hoogh	I-PER
Mogende	I-PER
extraordinaris	I-PER
Envoyé	I-PER
en	I-PER
Plenipotentiaris	I-PER
aan	I-PER
het	I-PER
het	I-PER
Hof	I-PER
van	I-PER
sijne	B-PER
Majesteyt	I-PER
den	I-PER
Koningh	I-PER
van	I-PER
Pruyssen	I-PER
,	O
geschreeven	O
te	O
Berlyn	O
den	O
tweeden	O
deeser	O
loopende	O
maand	O
,	O
houdende	O
advertentie	O
.	O
WAAR	O
op	O
geen	O
resolutie	O
is	O
gevallen	O
.	O
